Unreal -> Engine : 1.0, 1.97
Linux;Weekly;AIX;Solaris -> Deployment : 0.0, 0.91
Weekly;AIX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Weekly;AIX;Deployment -> Solaris : 1.0, 1.0
Linux;Weekly;Solaris;Deployment -> AIX : 1.0, 1.0
Linux;Weekly;AIX;Solaris -> Deployment : 0.0, 0.94
Linux;Weekly;AIX;Solaris;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> Linux;Service;AIX : 1.0, 1.0
Weekly;AIX -> Linux;Service;Deployment : 0.0, 0.94
Weekly;Service -> Linux;AIX;Deployment : 0.0, 0.94
Linux;Weekly -> Service;AIX;Deployment : 0.0, 0.94
Weekly;AIX;Deployment -> Linux;Service : 1.0, 1.0
Weekly;Service;Deployment -> Linux;AIX : 1.0, 1.0
Linux;Weekly;Deployment -> Service;AIX : 1.0, 1.0
Weekly;Service;AIX -> Linux;Deployment : 0.0, 0.91
Linux;Weekly;AIX -> Service;Deployment : 0.0, 0.91
Linux;Weekly;Service -> AIX;Deployment : 0.0, 0.91
Weekly;AIX;Deployment -> Linux;Service : 1.0, 1.0
Weekly;Service;Deployment -> Linux;AIX : 1.0, 1.0
Linux;Weekly;Deployment -> Service;AIX : 1.0, 1.0
Weekly;Service;AIX -> Linux;Deployment : 0.0, 0.94
Linux;Weekly;AIX -> Service;Deployment : 0.0, 0.94
Linux;Weekly;Service -> AIX;Deployment : 0.0, 0.94
Weekly;Service;AIX;Deployment -> Linux : 1.0, 1.0
Linux;Weekly;AIX;Deployment -> Service : 1.0, 1.0
Linux;Weekly;Service;Deployment -> AIX : 1.0, 1.0
Linux;Weekly;Service;AIX -> Deployment : 0.0, 0.91
Weekly;Service;AIX;Deployment -> Linux : 1.0, 1.0
Linux;Weekly;AIX;Deployment -> Service : 1.0, 1.0
Linux;Weekly;Service;Deployment -> AIX : 1.0, 1.0
Linux;Weekly;Service;AIX -> Deployment : 0.0, 0.94
Linux;Weekly;Service;AIX;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> Linux;Service;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;Service;Deployment : 0.0, 0.94
Weekly;Service -> Linux;Solaris;Deployment : 0.0, 0.94
Linux;Weekly -> Service;Solaris;Deployment : 0.0, 0.94
Weekly;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Weekly;Service;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Weekly;Deployment -> Service;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Linux;Deployment : 0.0, 0.91
Linux;Weekly;Solaris -> Service;Deployment : 0.0, 0.91
Linux;Weekly;Service -> Solaris;Deployment : 0.0, 0.91
Weekly;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Weekly;Service;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Weekly;Deployment -> Service;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Linux;Deployment : 0.0, 0.94
Linux;Weekly;Solaris -> Service;Deployment : 0.0, 0.94
Linux;Weekly;Service -> Solaris;Deployment : 0.0, 0.94
Weekly;Service;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Weekly;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Weekly;Service;Deployment -> Solaris : 1.0, 1.0
Linux;Weekly;Service;Solaris -> Deployment : 0.0, 0.91
Weekly;Service;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Weekly;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Weekly;Service;Deployment -> Solaris : 1.0, 1.0
Linux;Weekly;Service;Solaris -> Deployment : 0.0, 0.94
Linux;Weekly;Service;Solaris;Deployment ->  : 1.0, 1.0
Weekly;HPUX -> Automated;AIX;Solaris : 1.0, 1.0
Weekly;Automated -> AIX;HPUX;Solaris : 1.0, 1.0
Weekly;AIX -> Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris -> Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> AIX;Solaris : 0.0, 0.97
Weekly;AIX;HPUX -> Automated;Solaris : 0.0, 0.97
Weekly;HPUX;Solaris -> Automated;AIX : 0.0, 0.97
Weekly;Automated;AIX -> HPUX;Solaris : 0.0, 0.97
Weekly;Automated;Solaris -> AIX;HPUX : 0.0, 0.97
Weekly;AIX;Solaris -> Automated;HPUX : 0.0, 0.97
Weekly;Automated;HPUX -> AIX;Solaris : 1.0, 1.0
Weekly;AIX;HPUX -> Automated;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris -> Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX -> HPUX;Solaris : 1.0, 1.0
Weekly;Automated;Solaris -> AIX;HPUX : 1.0, 1.0
Weekly;AIX;Solaris -> Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Solaris : 0.0, 0.97
Weekly;Automated;HPUX;Solaris -> AIX : 0.0, 0.97
Weekly;AIX;HPUX;Solaris -> Automated : 0.0, 0.97
Weekly;Automated;AIX;Solaris -> HPUX : 0.0, 0.97
Weekly;Automated;AIX;HPUX -> Solaris : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> AIX : 1.0, 1.0
Weekly;AIX;HPUX;Solaris -> Automated : 1.0, 1.0
Weekly;Automated;AIX;Solaris -> HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX;Solaris ->  : 0.0, 0.97
Weekly;HPUX -> Automated;Service;AIX : 1.0, 1.0
Weekly;Automated -> Service;AIX;HPUX : 1.0, 1.0
Weekly;AIX -> Automated;Service;HPUX : 1.0, 1.0
Weekly;Service -> Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Service;AIX : 0.0, 0.97
Weekly;AIX;HPUX -> Automated;Service : 0.0, 0.97
Weekly;Service;HPUX -> Automated;AIX : 0.0, 0.97
Weekly;Automated;AIX -> Service;HPUX : 0.0, 0.97
Weekly;Automated;Service -> AIX;HPUX : 0.0, 0.97
Weekly;Service;AIX -> Automated;HPUX : 0.0, 0.97
Weekly;Automated;HPUX -> Service;AIX : 1.0, 1.0
Weekly;AIX;HPUX -> Automated;Service : 1.0, 1.0
Weekly;Service;HPUX -> Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX -> Service;HPUX : 1.0, 1.0
Weekly;Automated;Service -> AIX;HPUX : 1.0, 1.0
Weekly;Service;AIX -> Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Service : 0.0, 0.97
Weekly;Automated;Service;HPUX -> AIX : 0.0, 0.97
Weekly;Service;AIX;HPUX -> Automated : 0.0, 0.97
Weekly;Automated;Service;AIX -> HPUX : 0.0, 0.97
Weekly;Automated;AIX;HPUX -> Service : 1.0, 1.0
Weekly;Automated;Service;HPUX -> AIX : 1.0, 1.0
Weekly;Service;AIX;HPUX -> Automated : 1.0, 1.0
Weekly;Automated;Service;AIX -> HPUX : 1.0, 1.0
Weekly;Automated;Service;AIX;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> Linux;Automated;AIX : 1.0, 1.0
Weekly;Automated -> Linux;AIX;HPUX : 1.0, 1.0
Weekly;AIX -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Weekly -> Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;AIX : 0.0, 0.97
Weekly;AIX;HPUX -> Linux;Automated : 0.0, 0.97
Linux;Weekly;HPUX -> Automated;AIX : 0.0, 0.97
Weekly;Automated;AIX -> Linux;HPUX : 0.0, 0.97
Linux;Weekly;Automated -> AIX;HPUX : 0.0, 0.97
Linux;Weekly;AIX -> Automated;HPUX : 0.0, 0.97
Weekly;Automated;HPUX -> Linux;AIX : 1.0, 1.0
Weekly;AIX;HPUX -> Linux;Automated : 1.0, 1.0
Linux;Weekly;HPUX -> Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX -> Linux;HPUX : 1.0, 1.0
Linux;Weekly;Automated -> AIX;HPUX : 1.0, 1.0
Linux;Weekly;AIX -> Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Linux : 0.0, 0.97
Linux;Weekly;Automated;HPUX -> AIX : 0.0, 0.97
Linux;Weekly;AIX;HPUX -> Automated : 0.0, 0.97
Linux;Weekly;Automated;AIX -> HPUX : 0.0, 0.97
Weekly;Automated;AIX;HPUX -> Linux : 1.0, 1.0
Linux;Weekly;Automated;HPUX -> AIX : 1.0, 1.0
Linux;Weekly;AIX;HPUX -> Automated : 1.0, 1.0
Linux;Weekly;Automated;AIX -> HPUX : 1.0, 1.0
Linux;Weekly;Automated;AIX;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> Automated;Service;Solaris : 1.0, 1.0
Weekly;Automated -> Service;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris -> Automated;Service;HPUX : 1.0, 1.0
Weekly;Service -> Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Automated;HPUX -> Service;Solaris : 0.0, 0.97
Weekly;HPUX;Solaris -> Automated;Service : 0.0, 0.97
Weekly;Service;HPUX -> Automated;Solaris : 0.0, 0.97
Weekly;Automated;Solaris -> Service;HPUX : 0.0, 0.97
Weekly;Automated;Service -> HPUX;Solaris : 0.0, 0.97
Weekly;Service;Solaris -> Automated;HPUX : 0.0, 0.97
Weekly;Automated;HPUX -> Service;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris -> Automated;Service : 1.0, 1.0
Weekly;Service;HPUX -> Automated;Solaris : 1.0, 1.0
Weekly;Automated;Solaris -> Service;HPUX : 1.0, 1.0
Weekly;Automated;Service -> HPUX;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Automated;HPUX : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> Service : 0.0, 0.97
Weekly;Automated;Service;HPUX -> Solaris : 0.0, 0.97
Weekly;Service;HPUX;Solaris -> Automated : 0.0, 0.97
Weekly;Automated;Service;Solaris -> HPUX : 0.0, 0.97
Weekly;Automated;HPUX;Solaris -> Service : 1.0, 1.0
Weekly;Automated;Service;HPUX -> Solaris : 1.0, 1.0
Weekly;Service;HPUX;Solaris -> Automated : 1.0, 1.0
Weekly;Automated;Service;Solaris -> HPUX : 1.0, 1.0
Weekly;Automated;Service;HPUX;Solaris ->  : 0.0, 0.97
Weekly;HPUX -> Linux;Automated;Solaris : 1.0, 1.0
Weekly;Automated -> Linux;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Weekly -> Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Solaris : 0.0, 0.97
Weekly;HPUX;Solaris -> Linux;Automated : 0.0, 0.97
Linux;Weekly;HPUX -> Automated;Solaris : 0.0, 0.97
Weekly;Automated;Solaris -> Linux;HPUX : 0.0, 0.97
Linux;Weekly;Automated -> HPUX;Solaris : 0.0, 0.97
Linux;Weekly;Solaris -> Automated;HPUX : 0.0, 0.97
Weekly;Automated;HPUX -> Linux;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris -> Linux;Automated : 1.0, 1.0
Linux;Weekly;HPUX -> Automated;Solaris : 1.0, 1.0
Weekly;Automated;Solaris -> Linux;HPUX : 1.0, 1.0
Linux;Weekly;Automated -> HPUX;Solaris : 1.0, 1.0
Linux;Weekly;Solaris -> Automated;HPUX : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> Linux : 0.0, 0.97
Linux;Weekly;Automated;HPUX -> Solaris : 0.0, 0.97
Linux;Weekly;HPUX;Solaris -> Automated : 0.0, 0.97
Linux;Weekly;Automated;Solaris -> HPUX : 0.0, 0.97
Weekly;Automated;HPUX;Solaris -> Linux : 1.0, 1.0
Linux;Weekly;Automated;HPUX -> Solaris : 1.0, 1.0
Linux;Weekly;HPUX;Solaris -> Automated : 1.0, 1.0
Linux;Weekly;Automated;Solaris -> HPUX : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Solaris ->  : 0.0, 0.97
Weekly;HPUX -> Linux;Automated;Service : 1.0, 1.0
Weekly;Automated -> Linux;Service;HPUX : 1.0, 1.0
Weekly;Service -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Weekly -> Automated;Service;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Service : 0.0, 0.97
Weekly;Service;HPUX -> Linux;Automated : 0.0, 0.97
Linux;Weekly;HPUX -> Automated;Service : 0.0, 0.97
Weekly;Automated;Service -> Linux;HPUX : 0.0, 0.97
Linux;Weekly;Automated -> Service;HPUX : 0.0, 0.97
Linux;Weekly;Service -> Automated;HPUX : 0.0, 0.97
Weekly;Automated;HPUX -> Linux;Service : 1.0, 1.0
Weekly;Service;HPUX -> Linux;Automated : 1.0, 1.0
Linux;Weekly;HPUX -> Automated;Service : 1.0, 1.0
Weekly;Automated;Service -> Linux;HPUX : 1.0, 1.0
Linux;Weekly;Automated -> Service;HPUX : 1.0, 1.0
Linux;Weekly;Service -> Automated;HPUX : 1.0, 1.0
Weekly;Automated;Service;HPUX -> Linux : 0.0, 0.97
Linux;Weekly;Automated;HPUX -> Service : 0.0, 0.97
Linux;Weekly;Service;HPUX -> Automated : 0.0, 0.97
Linux;Weekly;Automated;Service -> HPUX : 0.0, 0.97
Weekly;Automated;Service;HPUX -> Linux : 1.0, 1.0
Linux;Weekly;Automated;HPUX -> Service : 1.0, 1.0
Linux;Weekly;Service;HPUX -> Automated : 1.0, 1.0
Linux;Weekly;Automated;Service -> HPUX : 1.0, 1.0
Linux;Weekly;Automated;Service;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> Service;AIX;Solaris : 1.0, 1.0
Weekly;AIX -> Service;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris -> Service;AIX;HPUX : 1.0, 1.0
Weekly;Service -> AIX;HPUX;Solaris : 1.0, 1.0
Weekly;AIX;HPUX -> Service;Solaris : 0.0, 0.97
Weekly;HPUX;Solaris -> Service;AIX : 0.0, 0.97
Weekly;Service;HPUX -> AIX;Solaris : 0.0, 0.97
Weekly;AIX;Solaris -> Service;HPUX : 0.0, 0.97
Weekly;Service;AIX -> HPUX;Solaris : 0.0, 0.97
Weekly;Service;Solaris -> AIX;HPUX : 0.0, 0.97
Weekly;AIX;HPUX -> Service;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris -> Service;AIX : 1.0, 1.0
Weekly;Service;HPUX -> AIX;Solaris : 1.0, 1.0
Weekly;AIX;Solaris -> Service;HPUX : 1.0, 1.0
Weekly;Service;AIX -> HPUX;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> AIX;HPUX : 1.0, 1.0
Weekly;AIX;HPUX;Solaris -> Service : 0.0, 0.97
Weekly;Service;AIX;HPUX -> Solaris : 0.0, 0.97
Weekly;Service;HPUX;Solaris -> AIX : 0.0, 0.97
Weekly;Service;AIX;Solaris -> HPUX : 0.0, 0.97
Weekly;AIX;HPUX;Solaris -> Service : 1.0, 1.0
Weekly;Service;AIX;HPUX -> Solaris : 1.0, 1.0
Weekly;Service;HPUX;Solaris -> AIX : 1.0, 1.0
Weekly;Service;AIX;Solaris -> HPUX : 1.0, 1.0
Weekly;Service;AIX;HPUX;Solaris ->  : 0.0, 0.97
Weekly;HPUX -> Linux;AIX;Solaris : 1.0, 1.0
Weekly;AIX -> Linux;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;AIX;HPUX : 1.0, 1.0
Linux;Weekly -> AIX;HPUX;Solaris : 1.0, 1.0
Weekly;AIX;HPUX -> Linux;Solaris : 0.0, 0.97
Weekly;HPUX;Solaris -> Linux;AIX : 0.0, 0.97
Linux;Weekly;HPUX -> AIX;Solaris : 0.0, 0.97
Weekly;AIX;Solaris -> Linux;HPUX : 0.0, 0.97
Linux;Weekly;AIX -> HPUX;Solaris : 0.0, 0.97
Linux;Weekly;Solaris -> AIX;HPUX : 0.0, 0.97
Weekly;AIX;HPUX -> Linux;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris -> Linux;AIX : 1.0, 1.0
Linux;Weekly;HPUX -> AIX;Solaris : 1.0, 1.0
Weekly;AIX;Solaris -> Linux;HPUX : 1.0, 1.0
Linux;Weekly;AIX -> HPUX;Solaris : 1.0, 1.0
Linux;Weekly;Solaris -> AIX;HPUX : 1.0, 1.0
Weekly;AIX;HPUX;Solaris -> Linux : 0.0, 0.97
Linux;Weekly;AIX;HPUX -> Solaris : 0.0, 0.97
Linux;Weekly;HPUX;Solaris -> AIX : 0.0, 0.97
Linux;Weekly;AIX;Solaris -> HPUX : 0.0, 0.97
Weekly;AIX;HPUX;Solaris -> Linux : 1.0, 1.0
Linux;Weekly;AIX;HPUX -> Solaris : 1.0, 1.0
Linux;Weekly;HPUX;Solaris -> AIX : 1.0, 1.0
Linux;Weekly;AIX;Solaris -> HPUX : 1.0, 1.0
Linux;Weekly;AIX;HPUX;Solaris ->  : 0.0, 0.97
Weekly;HPUX -> Linux;Service;AIX : 1.0, 1.0
Weekly;AIX -> Linux;Service;HPUX : 1.0, 1.0
Weekly;Service -> Linux;AIX;HPUX : 1.0, 1.0
Linux;Weekly -> Service;AIX;HPUX : 1.0, 1.0
Weekly;AIX;HPUX -> Linux;Service : 0.0, 0.97
Weekly;Service;HPUX -> Linux;AIX : 0.0, 0.97
Linux;Weekly;HPUX -> Service;AIX : 0.0, 0.97
Weekly;Service;AIX -> Linux;HPUX : 0.0, 0.97
Linux;Weekly;AIX -> Service;HPUX : 0.0, 0.97
Linux;Weekly;Service -> AIX;HPUX : 0.0, 0.97
Weekly;AIX;HPUX -> Linux;Service : 1.0, 1.0
Weekly;Service;HPUX -> Linux;AIX : 1.0, 1.0
Linux;Weekly;HPUX -> Service;AIX : 1.0, 1.0
Weekly;Service;AIX -> Linux;HPUX : 1.0, 1.0
Linux;Weekly;AIX -> Service;HPUX : 1.0, 1.0
Linux;Weekly;Service -> AIX;HPUX : 1.0, 1.0
Weekly;Service;AIX;HPUX -> Linux : 0.0, 0.97
Linux;Weekly;AIX;HPUX -> Service : 0.0, 0.97
Linux;Weekly;Service;HPUX -> AIX : 0.0, 0.97
Linux;Weekly;Service;AIX -> HPUX : 0.0, 0.97
Weekly;Service;AIX;HPUX -> Linux : 1.0, 1.0
Linux;Weekly;AIX;HPUX -> Service : 1.0, 1.0
Linux;Weekly;Service;HPUX -> AIX : 1.0, 1.0
Linux;Weekly;Service;AIX -> HPUX : 1.0, 1.0
Linux;Weekly;Service;AIX;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> Linux;Service;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;Service;HPUX : 1.0, 1.0
Weekly;Service -> Linux;HPUX;Solaris : 1.0, 1.0
Linux;Weekly -> Service;HPUX;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris -> Linux;Service : 0.0, 0.97
Weekly;Service;HPUX -> Linux;Solaris : 0.0, 0.97
Linux;Weekly;HPUX -> Service;Solaris : 0.0, 0.97
Weekly;Service;Solaris -> Linux;HPUX : 0.0, 0.97
Linux;Weekly;Solaris -> Service;HPUX : 0.0, 0.97
Linux;Weekly;Service -> HPUX;Solaris : 0.0, 0.97
Weekly;HPUX;Solaris -> Linux;Service : 1.0, 1.0
Weekly;Service;HPUX -> Linux;Solaris : 1.0, 1.0
Linux;Weekly;HPUX -> Service;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Linux;HPUX : 1.0, 1.0
Linux;Weekly;Solaris -> Service;HPUX : 1.0, 1.0
Linux;Weekly;Service -> HPUX;Solaris : 1.0, 1.0
Weekly;Service;HPUX;Solaris -> Linux : 0.0, 0.97
Linux;Weekly;HPUX;Solaris -> Service : 0.0, 0.97
Linux;Weekly;Service;HPUX -> Solaris : 0.0, 0.97
Linux;Weekly;Service;Solaris -> HPUX : 0.0, 0.97
Weekly;Service;HPUX;Solaris -> Linux : 1.0, 1.0
Linux;Weekly;HPUX;Solaris -> Service : 1.0, 1.0
Linux;Weekly;Service;HPUX -> Solaris : 1.0, 1.0
Linux;Weekly;Service;Solaris -> HPUX : 1.0, 1.0
Linux;Weekly;Service;HPUX;Solaris ->  : 0.0, 0.97
Weekly;Automated -> Service;AIX;Solaris : 1.0, 1.0
Weekly;AIX -> Automated;Service;Solaris : 1.0, 1.0
Weekly;Solaris -> Automated;Service;AIX : 1.0, 1.0
Weekly;Service -> Automated;AIX;Solaris : 1.0, 1.0
Weekly;Automated;AIX -> Service;Solaris : 0.0, 0.97
Weekly;Automated;Solaris -> Service;AIX : 0.0, 0.97
Weekly;Automated;Service -> AIX;Solaris : 0.0, 0.97
Weekly;AIX;Solaris -> Automated;Service : 0.0, 0.97
Weekly;Service;AIX -> Automated;Solaris : 0.0, 0.97
Weekly;Service;Solaris -> Automated;AIX : 0.0, 0.97
Weekly;Automated;AIX -> Service;Solaris : 1.0, 1.0
Weekly;Automated;Solaris -> Service;AIX : 1.0, 1.0
Weekly;Automated;Service -> AIX;Solaris : 1.0, 1.0
Weekly;AIX;Solaris -> Automated;Service : 1.0, 1.0
Weekly;Service;AIX -> Automated;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX;Solaris -> Service : 0.0, 0.97
Weekly;Automated;Service;AIX -> Solaris : 0.0, 0.97
Weekly;Automated;Service;Solaris -> AIX : 0.0, 0.97
Weekly;Service;AIX;Solaris -> Automated : 0.0, 0.97
Weekly;Automated;AIX;Solaris -> Service : 1.0, 1.0
Weekly;Automated;Service;AIX -> Solaris : 1.0, 1.0
Weekly;Automated;Service;Solaris -> AIX : 1.0, 1.0
Weekly;Service;AIX;Solaris -> Automated : 1.0, 1.0
Weekly;Automated;Service;AIX;Solaris ->  : 0.0, 0.97
Weekly;Automated -> Linux;AIX;Solaris : 1.0, 1.0
Weekly;AIX -> Linux;Automated;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;Automated;AIX : 1.0, 1.0
Linux;Weekly -> Automated;AIX;Solaris : 1.0, 1.0
Weekly;Automated;AIX -> Linux;Solaris : 0.0, 0.97
Weekly;Automated;Solaris -> Linux;AIX : 0.0, 0.97
Linux;Weekly;Automated -> AIX;Solaris : 0.0, 0.97
Weekly;AIX;Solaris -> Linux;Automated : 0.0, 0.97
Linux;Weekly;AIX -> Automated;Solaris : 0.0, 0.97
Linux;Weekly;Solaris -> Automated;AIX : 0.0, 0.97
Weekly;Automated;AIX -> Linux;Solaris : 1.0, 1.0
Weekly;Automated;Solaris -> Linux;AIX : 1.0, 1.0
Linux;Weekly;Automated -> AIX;Solaris : 1.0, 1.0
Weekly;AIX;Solaris -> Linux;Automated : 1.0, 1.0
Linux;Weekly;AIX -> Automated;Solaris : 1.0, 1.0
Linux;Weekly;Solaris -> Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX;Solaris -> Linux : 0.0, 0.97
Linux;Weekly;Automated;AIX -> Solaris : 0.0, 0.97
Linux;Weekly;Automated;Solaris -> AIX : 0.0, 0.97
Linux;Weekly;AIX;Solaris -> Automated : 0.0, 0.97
Weekly;Automated;AIX;Solaris -> Linux : 1.0, 1.0
Linux;Weekly;Automated;AIX -> Solaris : 1.0, 1.0
Linux;Weekly;Automated;Solaris -> AIX : 1.0, 1.0
Linux;Weekly;AIX;Solaris -> Automated : 1.0, 1.0
Linux;Weekly;Automated;AIX;Solaris ->  : 0.0, 0.97
Weekly;Automated -> Linux;Service;AIX : 1.0, 1.0
Weekly;AIX -> Linux;Automated;Service : 1.0, 1.0
Weekly;Service -> Linux;Automated;AIX : 1.0, 1.0
Linux;Weekly -> Automated;Service;AIX : 1.0, 1.0
Weekly;Automated;AIX -> Linux;Service : 0.0, 0.97
Weekly;Automated;Service -> Linux;AIX : 0.0, 0.97
Linux;Weekly;Automated -> Service;AIX : 0.0, 0.97
Weekly;Service;AIX -> Linux;Automated : 0.0, 0.97
Linux;Weekly;AIX -> Automated;Service : 0.0, 0.97
Linux;Weekly;Service -> Automated;AIX : 0.0, 0.97
Weekly;Automated;AIX -> Linux;Service : 1.0, 1.0
Weekly;Automated;Service -> Linux;AIX : 1.0, 1.0
Linux;Weekly;Automated -> Service;AIX : 1.0, 1.0
Weekly;Service;AIX -> Linux;Automated : 1.0, 1.0
Linux;Weekly;AIX -> Automated;Service : 1.0, 1.0
Linux;Weekly;Service -> Automated;AIX : 1.0, 1.0
Weekly;Automated;Service;AIX -> Linux : 0.0, 0.97
Linux;Weekly;Automated;AIX -> Service : 0.0, 0.97
Linux;Weekly;Automated;Service -> AIX : 0.0, 0.97
Linux;Weekly;Service;AIX -> Automated : 0.0, 0.97
Weekly;Automated;Service;AIX -> Linux : 1.0, 1.0
Linux;Weekly;Automated;AIX -> Service : 1.0, 1.0
Linux;Weekly;Automated;Service -> AIX : 1.0, 1.0
Linux;Weekly;Service;AIX -> Automated : 1.0, 1.0
Linux;Weekly;Automated;Service;AIX ->  : 0.0, 0.97
Weekly;Automated -> Linux;Service;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;Automated;Service : 1.0, 1.0
Weekly;Service -> Linux;Automated;Solaris : 1.0, 1.0
Linux;Weekly -> Automated;Service;Solaris : 1.0, 1.0
Weekly;Automated;Solaris -> Linux;Service : 0.0, 0.97
Weekly;Automated;Service -> Linux;Solaris : 0.0, 0.97
Linux;Weekly;Automated -> Service;Solaris : 0.0, 0.97
Weekly;Service;Solaris -> Linux;Automated : 0.0, 0.97
Linux;Weekly;Solaris -> Automated;Service : 0.0, 0.97
Linux;Weekly;Service -> Automated;Solaris : 0.0, 0.97
Weekly;Automated;Solaris -> Linux;Service : 1.0, 1.0
Weekly;Automated;Service -> Linux;Solaris : 1.0, 1.0
Linux;Weekly;Automated -> Service;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Linux;Automated : 1.0, 1.0
Linux;Weekly;Solaris -> Automated;Service : 1.0, 1.0
Linux;Weekly;Service -> Automated;Solaris : 1.0, 1.0
Weekly;Automated;Service;Solaris -> Linux : 0.0, 0.97
Linux;Weekly;Automated;Solaris -> Service : 0.0, 0.97
Linux;Weekly;Automated;Service -> Solaris : 0.0, 0.97
Linux;Weekly;Service;Solaris -> Automated : 0.0, 0.97
Weekly;Automated;Service;Solaris -> Linux : 1.0, 1.0
Linux;Weekly;Automated;Solaris -> Service : 1.0, 1.0
Linux;Weekly;Automated;Service -> Solaris : 1.0, 1.0
Linux;Weekly;Service;Solaris -> Automated : 1.0, 1.0
Linux;Weekly;Automated;Service;Solaris ->  : 0.0, 0.97
Weekly;AIX -> Linux;Service;Solaris : 1.0, 1.0
Weekly;Solaris -> Linux;Service;AIX : 1.0, 1.0
Weekly;Service -> Linux;AIX;Solaris : 1.0, 1.0
Linux;Weekly -> Service;AIX;Solaris : 1.0, 1.0
Weekly;AIX;Solaris -> Linux;Service : 0.0, 0.97
Weekly;Service;AIX -> Linux;Solaris : 0.0, 0.97
Linux;Weekly;AIX -> Service;Solaris : 0.0, 0.97
Weekly;Service;Solaris -> Linux;AIX : 0.0, 0.97
Linux;Weekly;Solaris -> Service;AIX : 0.0, 0.97
Linux;Weekly;Service -> AIX;Solaris : 0.0, 0.97
Weekly;AIX;Solaris -> Linux;Service : 1.0, 1.0
Weekly;Service;AIX -> Linux;Solaris : 1.0, 1.0
Linux;Weekly;AIX -> Service;Solaris : 1.0, 1.0
Weekly;Service;Solaris -> Linux;AIX : 1.0, 1.0
Linux;Weekly;Solaris -> Service;AIX : 1.0, 1.0
Linux;Weekly;Service -> AIX;Solaris : 1.0, 1.0
Weekly;Service;AIX;Solaris -> Linux : 0.0, 0.97
Linux;Weekly;AIX;Solaris -> Service : 0.0, 0.97
Linux;Weekly;Service;AIX -> Solaris : 0.0, 0.97
Linux;Weekly;Service;Solaris -> AIX : 0.0, 0.97
